año,token_principal,ngrama,freq_conjunta
2012,trabajadores,innovación,12
2012,trabajadores,economía,8
2012,trabajadores,emprendimiento,8
2012,trabajadores,consumidores,7
2012,trabajadores,derechos,6
2013,trabajadores,innovación,36
2013,trabajadores,economía,24
2013,trabajadores,emprendimiento,24
2013,trabajadores,consumidores,21
2013,trabajadores,derechos,18
2014,trabajadores,innovación,24
2014,trabajadores,economía,16
2014,trabajadores,emprendimiento,16
2014,trabajadores,consumidores,14
2014,trabajadores,derechos,12
2016,trabajadores,innovación,12
2016,trabajadores,economía,8
2016,trabajadores,emprendimiento,8
2016,trabajadores,consumidores,7
2016,trabajadores,derechos,6
2017,trabajadores,innovación,12
2017,trabajadores,economía,8
2017,trabajadores,emprendimiento,8
2017,trabajadores,consumidores,7
2017,trabajadores,derechos,6
2018,trabajadores,innovación,60
2018,trabajadores,economía,40
2018,trabajadores,emprendimiento,40
2018,trabajadores,consumidores,35
2018,trabajadores,derechos,30
2019,trabajadores,innovación,24
2019,trabajadores,economía,16
2019,trabajadores,emprendimiento,16
2019,trabajadores,consumidores,14
2019,trabajadores,derechos,12
2002,trabajando,gnl,6
2002,trabajando,planta,6
2002,trabajando,desarrollo,5
2002,trabajando,norte,5
2002,trabajando,plazo,5
2007,trabajando,gnl,12
2007,trabajando,planta,12
2007,trabajando,desarrollo,10
2007,trabajando,norte,10
2007,trabajando,plazo,10
2011,trabajando,gnl,12
2011,trabajando,planta,12
2011,trabajando,desarrollo,10
2011,trabajando,norte,10
2011,trabajando,plazo,10
2012,trabajando,gnl,12
2012,trabajando,planta,12
2012,trabajando,desarrollo,10
2012,trabajando,norte,10
2012,trabajando,plazo,10
2013,trabajando,gnl,6
2013,trabajando,planta,6
2013,trabajando,desarrollo,5
2013,trabajando,norte,5
2013,trabajando,plazo,5
2016,trabajando,gnl,6
2016,trabajando,planta,6
2016,trabajando,desarrollo,5
2016,trabajando,norte,5
2016,trabajando,plazo,5
2018,trabajando,gnl,12
2018,trabajando,planta,12
2018,trabajando,desarrollo,10
2018,trabajando,norte,10
2018,trabajando,plazo,10
2019,trabajando,gnl,6
2019,trabajando,planta,6
2019,trabajando,desarrollo,5
2019,trabajando,norte,5
2019,trabajando,plazo,5
2023,trabajando,gnl,6
2023,trabajando,planta,6
2023,trabajando,desarrollo,5
2023,trabajando,norte,5
2023,trabajando,plazo,5
2024,trabajando,gnl,12
2024,trabajando,planta,12
2024,trabajando,desarrollo,10
2024,trabajando,norte,10
2024,trabajando,plazo,10
2025,trabajando,gnl,6
2025,trabajando,planta,6
2025,trabajando,desarrollo,5
2025,trabajando,norte,5
2025,trabajando,plazo,5
2000,trabajar,personas,3
2000,trabajar,sociedad,3
2000,trabajar,condenas,2
2000,trabajar,cárcel,2
2000,trabajar,hogar,2
2008,trabajar,personas,3
2008,trabajar,sociedad,3
2008,trabajar,condenas,2
2008,trabajar,cárcel,2
2008,trabajar,hogar,2
2010,trabajar,personas,3
2010,trabajar,sociedad,3
2010,trabajar,condenas,2
2010,trabajar,cárcel,2
2010,trabajar,hogar,2
2012,trabajar,personas,6
2012,trabajar,sociedad,6
2012,trabajar,condenas,4
2012,trabajar,cárcel,4
2012,trabajar,hogar,4
1996,trabajo,vamos,32
1996,trabajo,desarrollo,22
1996,trabajo,personas,20
1996,trabajo,productividad,18
1996,trabajo,artificial,16
2000,trabajo,vamos,32
2000,trabajo,desarrollo,22
2000,trabajo,personas,20
2000,trabajo,productividad,18
2000,trabajo,artificial,16
2004,trabajo,vamos,16
2004,trabajo,desarrollo,11
2004,trabajo,personas,10
2004,trabajo,productividad,9
2004,trabajo,artificial,8
2007,trabajo,vamos,16
2007,trabajo,desarrollo,11
2007,trabajo,personas,10
2007,trabajo,productividad,9
2007,trabajo,artificial,8
2010,trabajo,vamos,32
2010,trabajo,desarrollo,22
2010,trabajo,personas,20
2010,trabajo,productividad,18
2010,trabajo,artificial,16
2011,trabajo,vamos,16
2011,trabajo,desarrollo,11
2011,trabajo,personas,10
2011,trabajo,productividad,9
2011,trabajo,artificial,8
2012,trabajo,vamos,16
2012,trabajo,desarrollo,11
2012,trabajo,personas,10
2012,trabajo,productividad,9
2012,trabajo,artificial,8
2013,trabajo,vamos,32
2013,trabajo,desarrollo,22
2013,trabajo,personas,20
2013,trabajo,productividad,18
2013,trabajo,artificial,16
2014,trabajo,vamos,32
2014,trabajo,desarrollo,22
2014,trabajo,personas,20
2014,trabajo,productividad,18
2014,trabajo,artificial,16
2016,trabajo,vamos,32
2016,trabajo,desarrollo,22
2016,trabajo,personas,20
2016,trabajo,productividad,18
2016,trabajo,artificial,16
2018,trabajo,vamos,48
2018,trabajo,desarrollo,33
2018,trabajo,personas,30
2018,trabajo,productividad,27
2018,trabajo,artificial,24
2019,trabajo,vamos,16
2019,trabajo,desarrollo,11
2019,trabajo,personas,10
2019,trabajo,productividad,9
2019,trabajo,artificial,8
2020,trabajo,vamos,16
2020,trabajo,desarrollo,11
2020,trabajo,personas,10
2020,trabajo,productividad,9
2020,trabajo,artificial,8
2021,trabajo,vamos,16
2021,trabajo,desarrollo,11
2021,trabajo,personas,10
2021,trabajo,productividad,9
2021,trabajo,artificial,8
2023,trabajo,vamos,32
2023,trabajo,desarrollo,22
2023,trabajo,personas,20
2023,trabajo,productividad,18
2023,trabajo,artificial,16
2024,trabajo,vamos,48
2024,trabajo,desarrollo,33
2024,trabajo,personas,30
2024,trabajo,productividad,27
2024,trabajo,artificial,24
2025,trabajo,vamos,16
2025,trabajo,desarrollo,11
2025,trabajo,personas,10
2025,trabajo,productividad,9
2025,trabajo,artificial,8
2012,trabajos,mundo,10
2012,trabajos,aún,8
2012,trabajos,tecnologías,8
2012,trabajos,estudios,6
2012,trabajos,artificial,4
2019,trabajos,mundo,10
2019,trabajos,aún,8
2019,trabajos,tecnologías,8
2019,trabajos,estudios,6
2019,trabajos,artificial,4
2024,trabajos,mundo,5
2024,trabajos,aún,4
2024,trabajos,tecnologías,4
2024,trabajos,estudios,3
2024,trabajos,artificial,2
2010,tramitación,permisos,4
2010,tramitación,sectoriales,4
2010,tramitación,toda,4
2010,tramitación,además,3
2010,tramitación,electrónica,3
2019,tramitación,permisos,4
2019,tramitación,sectoriales,4
2019,tramitación,toda,4
2019,tramitación,además,3
2019,tramitación,electrónica,3
2023,tramitación,permisos,8
2023,tramitación,sectoriales,8
2023,tramitación,toda,8
2023,tramitación,además,6
2023,tramitación,electrónica,6
2025,tramitación,permisos,4
2025,tramitación,sectoriales,4
2025,tramitación,toda,4
2025,tramitación,además,3
2025,tramitación,electrónica,3
1996,transferencia,innovación,24
1996,transferencia,tecnológica,24
1996,transferencia,programas,20
1996,transferencia,agricultura,16
1996,transferencia,desarrollo,8
2000,transferencia,innovación,6
2000,transferencia,tecnológica,6
2000,transferencia,programas,5
2000,transferencia,agricultura,4
2000,transferencia,desarrollo,2
2015,transferencia,innovación,6
2015,transferencia,tecnológica,6
2015,transferencia,programas,5
2015,transferencia,agricultura,4
2015,transferencia,desarrollo,2
2022,transferencia,innovación,6
2022,transferencia,tecnológica,6
2022,transferencia,programas,5
2022,transferencia,agricultura,4
2022,transferencia,desarrollo,2
1996,transformación,innovación,14
1996,transformación,digital,10
1996,transformación,ello,8
1996,transformación,materia,8
1996,transformación,modernizar,8
2006,transformación,innovación,7
2006,transformación,digital,5
2006,transformación,ello,4
2006,transformación,materia,4
2006,transformación,modernizar,4
2015,transformación,innovación,7
2015,transformación,digital,5
2015,transformación,ello,4
2015,transformación,materia,4
2015,transformación,modernizar,4
2018,transformación,innovación,7
2018,transformación,digital,5
2018,transformación,ello,4
2018,transformación,materia,4
2018,transformación,modernizar,4
2024,transformación,innovación,7
2024,transformación,digital,5
2024,transformación,ello,4
2024,transformación,materia,4
2024,transformación,modernizar,4
2015,transición,litio,5
2015,transición,producción,5
2015,transición,desarrollo,3
2015,transición,haciendo,3
2015,transición,mundo,3
2022,transición,litio,5
2022,transición,producción,5
2022,transición,desarrollo,3
2022,transición,haciendo,3
2022,transición,mundo,3
2023,transición,litio,5
2023,transición,producción,5
2023,transición,desarrollo,3
2023,transición,haciendo,3
2023,transición,mundo,3
2024,transición,litio,10
2024,transición,producción,10
2024,transición,desarrollo,6
2024,transición,haciendo,6
2024,transición,mundo,6
2011,transmisión,materia,20
2011,transmisión,energía,18
2011,transmisión,transmisión,16
2011,transmisión,ley,12
2011,transmisión,líneas,12
2013,transmisión,materia,40
2013,transmisión,energía,36
2013,transmisión,transmisión,32
2013,transmisión,ley,24
2013,transmisión,líneas,24
2015,transmisión,materia,10
2015,transmisión,energía,9
2015,transmisión,transmisión,8
2015,transmisión,ley,6
2015,transmisión,líneas,6
2017,transmisión,materia,10
2017,transmisión,energía,9
2017,transmisión,transmisión,8
2017,transmisión,ley,6
2017,transmisión,líneas,6
2014,transparencia,digital,16
2014,transparencia,modernizar,13
2014,transparencia,además,10
2014,transparencia,congreso,10
2014,transparencia,ley,10
2018,transparencia,digital,80
2018,transparencia,modernizar,65
2018,transparencia,además,50
2018,transparencia,congreso,50
2018,transparencia,ley,50
2022,transparencia,digital,32
2022,transparencia,modernizar,26
2022,transparencia,además,20
2022,transparencia,congreso,20
2022,transparencia,ley,20
2023,transparencia,digital,16
2023,transparencia,modernizar,13
2023,transparencia,además,10
2023,transparencia,congreso,10
2023,transparencia,ley,10
2007,transporte,través,20
2007,transporte,comunas,18
2007,transporte,público,18
2007,transporte,regiones,18
2007,transporte,estaciones,16
2012,transporte,través,20
2012,transporte,comunas,18
2012,transporte,público,18
2012,transporte,regiones,18
2012,transporte,estaciones,16
2016,transporte,través,10
2016,transporte,comunas,9
2016,transporte,público,9
2016,transporte,regiones,9
2016,transporte,estaciones,8
2017,transporte,través,30
2017,transporte,comunas,27
2017,transporte,público,27
2017,transporte,regiones,27
2017,transporte,estaciones,24
2018,transporte,través,20
2018,transporte,comunas,18
2018,transporte,público,18
2018,transporte,regiones,18
2018,transporte,estaciones,16
2019,transporte,través,10
2019,transporte,comunas,9
2019,transporte,público,9
2019,transporte,regiones,9
2019,transporte,estaciones,8
2020,transporte,través,10
2020,transporte,comunas,9
2020,transporte,público,9
2020,transporte,regiones,9
2020,transporte,estaciones,8
2021,transporte,través,10
2021,transporte,comunas,9
2021,transporte,público,9
2021,transporte,regiones,9
2021,transporte,estaciones,8
2022,transporte,través,20
2022,transporte,comunas,18
2022,transporte,público,18
2022,transporte,regiones,18
2022,transporte,estaciones,16
2023,transporte,través,10
2023,transporte,comunas,9
2023,transporte,público,9
2023,transporte,regiones,9
2023,transporte,estaciones,8
2025,transporte,través,20
2025,transporte,comunas,18
2025,transporte,público,18
2025,transporte,regiones,18
2025,transporte,estaciones,16
2000,través,través,60
2000,través,internet,48
2000,través,sistema,42
2000,través,vamos,38
2000,través,desarrollo,34
2001,través,través,210
2001,través,internet,168
2001,través,sistema,147
2001,través,vamos,133
2001,través,desarrollo,119
2002,través,través,60
2002,través,internet,48
2002,través,sistema,42
2002,través,vamos,38
2002,través,desarrollo,34
2003,través,través,30
2003,través,internet,24
2003,través,sistema,21
2003,través,vamos,19
2003,través,desarrollo,17
2004,través,través,120
2004,través,internet,96
2004,través,sistema,84
2004,través,vamos,76
2004,través,desarrollo,68
2006,través,través,60
2006,través,internet,48
2006,través,sistema,42
2006,través,vamos,38
2006,través,desarrollo,34
2007,través,través,60
2007,través,internet,48
2007,través,sistema,42
2007,través,vamos,38
2007,través,desarrollo,34
2008,través,través,120
2008,través,internet,96
2008,través,sistema,84
2008,través,vamos,76
2008,través,desarrollo,68
2010,través,través,60
2010,través,internet,48
2010,través,sistema,42
2010,través,vamos,38
2010,través,desarrollo,34
2011,través,través,30
2011,través,internet,24
2011,través,sistema,21
2011,través,vamos,19
2011,través,desarrollo,17
2012,través,través,90
2012,través,internet,72
2012,través,sistema,63
2012,través,vamos,57
2012,través,desarrollo,51
2013,través,través,60
2013,través,internet,48
2013,través,sistema,42
2013,través,vamos,38
2013,través,desarrollo,34
2015,través,través,120
2015,través,internet,96
2015,través,sistema,84
2015,través,vamos,76
2015,través,desarrollo,68
2016,través,través,30
2016,través,internet,24
2016,través,sistema,21
2016,través,vamos,19
2016,través,desarrollo,17
2017,través,través,30
2017,través,internet,24
2017,través,sistema,21
2017,través,vamos,19
2017,través,desarrollo,17
2018,través,través,300
2018,través,internet,240
2018,través,sistema,210
2018,través,vamos,190
2018,través,desarrollo,170
2020,través,través,90
2020,través,internet,72
2020,través,sistema,63
2020,través,vamos,57
2020,través,desarrollo,51
2021,través,través,30
2021,través,internet,24
2021,través,sistema,21
2021,través,vamos,19
2021,través,desarrollo,17
2012,trenes,santiago,7
2012,trenes,estaciones,4
2012,trenes,nuevas,4
2012,trenes,transporte,4
2012,trenes,través,4
2018,trenes,santiago,7
2018,trenes,estaciones,4
2018,trenes,nuevas,4
2018,trenes,transporte,4
2018,trenes,través,4
2019,trenes,santiago,7
2019,trenes,estaciones,4
2019,trenes,nuevas,4
2019,trenes,transporte,4
2019,trenes,través,4
2023,trenes,santiago,14
2023,trenes,estaciones,8
2023,trenes,nuevas,8
2023,trenes,transporte,8
2023,trenes,través,8
2000,tres,internet,8
2000,tres,computadores,7
2000,tres,programa,7
2000,tres,economía,6
2000,tres,innovación,6
2002,tres,internet,8
2002,tres,computadores,7
2002,tres,programa,7
2002,tres,economía,6
2002,tres,innovación,6
2003,tres,internet,8
2003,tres,computadores,7
2003,tres,programa,7
2003,tres,economía,6
2003,tres,innovación,6
2004,tres,internet,8
2004,tres,computadores,7
2004,tres,programa,7
2004,tres,economía,6
2004,tres,innovación,6
2005,tres,internet,8
2005,tres,computadores,7
2005,tres,programa,7
2005,tres,economía,6
2005,tres,innovación,6
2007,tres,internet,8
2007,tres,computadores,7
2007,tres,programa,7
2007,tres,economía,6
2007,tres,innovación,6
2009,tres,internet,24
2009,tres,computadores,21
2009,tres,programa,21
2009,tres,economía,18
2009,tres,innovación,18
2011,tres,internet,8
2011,tres,computadores,7
2011,tres,programa,7
2011,tres,economía,6
2011,tres,innovación,6
2012,tres,internet,24
2012,tres,computadores,21
2012,tres,programa,21
2012,tres,economía,18
2012,tres,innovación,18
2013,tres,internet,32
2013,tres,computadores,28
2013,tres,programa,28
2013,tres,economía,24
2013,tres,innovación,24
2015,tres,internet,16
2015,tres,computadores,14
2015,tres,programa,14
2015,tres,economía,12
2015,tres,innovación,12
2017,tres,internet,16
2017,tres,computadores,14
2017,tres,programa,14
2017,tres,economía,12
2017,tres,innovación,12
2023,tres,internet,8
2023,tres,computadores,7
2023,tres,programa,7
2023,tres,economía,6
2023,tres,innovación,6
2008,tributario,sistema,9
2008,tributario,innovación,6
2008,tributario,tributario,6
2008,tributario,investigación,5
2008,tributario,inversión,4
2009,tributario,sistema,9
2009,tributario,innovación,6
2009,tributario,tributario,6
2009,tributario,investigación,5
2009,tributario,inversión,4
2016,tributario,sistema,9
2016,tributario,innovación,6
2016,tributario,tributario,6
2016,tributario,investigación,5
2016,tributario,inversión,4
2018,tributario,sistema,27
2018,tributario,innovación,18
2018,tributario,tributario,18
2018,tributario,investigación,15
2018,tributario,inversión,12
2000,trámites,ciudadanos,9
2000,trámites,digital,9
2000,trámites,públicos,9
2000,trámites,vamos,9
2000,trámites,calidad,8
2001,trámites,ciudadanos,9
2001,trámites,digital,9
2001,trámites,públicos,9
2001,trámites,vamos,9
2001,trámites,calidad,8
2006,trámites,ciudadanos,9
2006,trámites,digital,9
2006,trámites,públicos,9
2006,trámites,vamos,9
2006,trámites,calidad,8
2011,trámites,ciudadanos,9
2011,trámites,digital,9
2011,trámites,públicos,9
2011,trámites,vamos,9
2011,trámites,calidad,8
2012,trámites,ciudadanos,27
2012,trámites,digital,27
2012,trámites,públicos,27
2012,trámites,vamos,27
2012,trámites,calidad,24
2013,trámites,ciudadanos,18
2013,trámites,digital,18
2013,trámites,públicos,18
2013,trámites,vamos,18
2013,trámites,calidad,16
2018,trámites,ciudadanos,27
2018,trámites,digital,27
2018,trámites,públicos,27
2018,trámites,vamos,27
2018,trámites,calidad,24
2019,trámites,ciudadanos,9
2019,trámites,digital,9
2019,trámites,públicos,9
2019,trámites,vamos,9
2019,trámites,calidad,8
2020,trámites,ciudadanos,18
2020,trámites,digital,18
2020,trámites,públicos,18
2020,trámites,vamos,18
2020,trámites,calidad,16
2004,turismo,desarrollo,6
2004,turismo,ello,4
2004,turismo,comunales,3
2004,turismo,comunidad,3
2004,turismo,gobiernos,3
2007,turismo,desarrollo,12
2007,turismo,ello,8
2007,turismo,comunales,6
2007,turismo,comunidad,6
2007,turismo,gobiernos,6
2011,turismo,desarrollo,6
2011,turismo,ello,4
2011,turismo,comunales,3
2011,turismo,comunidad,3
2011,turismo,gobiernos,3
2016,turismo,desarrollo,6
2016,turismo,ello,4
2016,turismo,comunales,3
2016,turismo,comunidad,3
2016,turismo,gobiernos,3
2017,turismo,desarrollo,18
2017,turismo,ello,12
2017,turismo,comunales,9
2017,turismo,comunidad,9
2017,turismo,gobiernos,9
2018,turismo,desarrollo,6
2018,turismo,ello,4
2018,turismo,comunales,3
2018,turismo,comunidad,3
2018,turismo,gobiernos,3
2023,turismo,desarrollo,6
2023,turismo,ello,4
2023,turismo,comunales,3
2023,turismo,comunidad,3
2023,turismo,gobiernos,3
2007,unirá,puerto,11
2007,unirá,fibra,8
2007,unirá,óptica,8
2007,unirá,montt,7
2007,unirá,pleno,6
2019,unirá,puerto,11
2019,unirá,fibra,8
2019,unirá,óptica,8
2019,unirá,montt,7
2019,unirá,pleno,6
2021,unirá,puerto,33
2021,unirá,fibra,24
2021,unirá,óptica,24
2021,unirá,montt,21
2021,unirá,pleno,18
1996,universidades,ciencia,7
1996,universidades,innovación,7
1996,universidades,tecnología,7
1996,universidades,desarrollo,6
1996,universidades,investigación,6
2000,universidades,ciencia,14
2000,universidades,innovación,14
2000,universidades,tecnología,14
2000,universidades,desarrollo,12
2000,universidades,investigación,12
2004,universidades,ciencia,14
2004,universidades,innovación,14
2004,universidades,tecnología,14
2004,universidades,desarrollo,12
